,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
6966,1,6,28,7736.99,4,0,10.94689,12,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,60.96581,245.1457,5959.443865,3,5,3,4,3,3,3,5,No
903,1,1,27,6424.15,4,0,6.056073185,8,3,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,2,13.17849974,147.478341,1328.747604,3,4,4,5,3,5,3,2,No
2452,2,1,76,21542.79,4,1,6.551988,11,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,4.336113,139.9349,1046.765683,3,2,2,4,2,2,4,4,Yes
645,0,1,28,18410.16,1,0,9.417040882,14,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2.768037617,159.965008,570.1301629,5,4,4,5,3,4,4,4,Yes
6,1,0,79,11467.5,4,1,11.18272453,10,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,13.23677381,200.118516,1907.242972,6,5,6,4,1,5,5,5,Yes
6271,0,3,19,72149.15,1,0,3.835601,8,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,66.97309,127.4738,6269.834827,3,3,2,4,4,2,3,3,No
7768,2,1,20,13642.51,1,0,11.82876,6,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,68.67008,152.4624,6507.865826,3,2,3,2,4,3,3,3,No
9753,2,1,63,13223.66,1,1,7.953802,11,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,51.25081,149.9621,4511.138449,4,3,4,3,4,4,2,4,No
7326,2,1,89,13219.33,4,1,5.341231,10,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,2,49.61909,265.147,4629.932238,3,4,3,4,3,3,2,3,No
6038,2,5,32,18213.56,2,1,9.020396,15,2,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,50.07627,147.4738,4573.084997,2,3,3,5,3,4,5,2,No
4529,1,1,79,94353.42,2,2,16.97213,10,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,5.260996,129.9778,945.5437173,3,4,3,3,2,4,4,3,Yes
4746,0,2,58,46775.2,2,0,5.645543,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,23.59578,129.9915,2632.143148,1,1,1,3,5,1,2,4,No
9628,2,0,20,18366.04,3,1,10.38895,10,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,2,66.62855,222.6326,6618.320348,4,5,5,3,2,5,4,3,No
4449,2,3,62,32383.92,0,1,13.74408,6,2,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,3.033312,162.4689,618.6284163,4,4,3,5,1,6,5,5,Yes
1235,0,4,49,31644.7,0,1,15.76975133,8,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,3,11.96148946,227.475448,1599.474597,3,3,4,3,4,4,5,4,No
7977,2,3,68,35053.31,1,1,10.9825,16,1,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,2,67.71293,142.5156,5983.810886,3,4,5,3,6,2,2,5,No
5571,1,3,27,9395.57,3,0,10.69919,16,2,0,0,2,1,1,1,1,0,1,0,0,1,0,1,1,0,71.79134,162.4689,6284.979187,4,3,3,5,2,4,3,4,No
9671,2,4,45,55302.32,3,0,9.599153,13,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,54.64758,172.4705,5343.09004,3,4,5,5,4,3,2,4,No
2499,0,3,81,8137.46,0,0,13.14319,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,2.301772,222.6281,1224.80823,4,3,4,3,5,3,3,4,Yes
2620,0,2,82,24128.19,4,0,10.53533,9,1,0,0,0,1,0,2,1,0,0,1,1,1,0,1,1,3,7.674186,162.4937,924.1809843,4,4,5,3,4,3,3,3,Yes
7143,2,4,38,46998.02,4,0,10.909,11,3,0,1,2,1,0,2,1,0,1,0,1,0,1,1,0,0,71.31402,190.1737,6619.007955,4,3,4,3,4,3,3,4,No
7873,2,0,24,4035.91,2,0,12.39438,14,0,0,0,2,0,1,1,1,0,1,0,0,0,1,0,1,2,62.91776,139.9568,5507.18923,5,5,4,3,4,3,3,4,No
565,0,4,61,16706.02,0,1,11.13291822,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1.387575524,127.442069,851.811469,3,2,4,2,4,3,4,5,No
4561,2,1,75,71503.36,4,0,10.95217,7,2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,3,11.76248,237.6549,2037.626802,3,4,2,5,3,4,4,4,Yes
7859,2,0,34,39933.37,3,0,12.19054,14,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,41.3275,287.6427,4147.013836,3,4,4,3,5,3,4,3,No
5234,1,2,85,25381.91,0,0,13.05308,18,2,0,0,2,1,0,2,1,1,1,0,1,0,1,0,0,1,61.73934,152.509,5429.301177,2,2,1,4,5,3,3,3,No
2887,0,2,32,31540.93,0,1,9.653612,5,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,12.69289,114.9658,1398.161322,4,4,6,4,4,5,4,4,No
2246,1,1,18,36555.15,4,1,10.8684,14,2,1,0,0,0,0,2,1,1,0,0,1,1,0,1,0,3,7.533801,172.5034,1151.972963,3,4,4,6,2,5,4,5,No
9015,0,1,51,59570.42,1,0,10.09755,10,0,0,0,2,0,0,1,1,1,0,1,1,0,1,1,0,0,64.1745,275.1336,5989.772755,3,4,4,1,6,3,2,3,No
210,2,5,66,40660.84,4,1,11.58410296,11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.525864256,137.439154,710.7541633,4,3,4,3,5,4,3,3,No
9819,1,2,58,45261.26,0,1,15.49642,9,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,71.16373,129.9598,6592.588984,4,4,4,6,3,4,5,3,No
7220,2,1,79,12119.43,2,1,8.595822,11,3,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,2,52.96043,137.4686,4522.22905,4,4,4,3,4,3,4,4,No
8518,2,1,78,43174.81,1,1,8.256297,11,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,68.38161,147.4783,5767.046848,3,4,4,3,4,4,2,2,No
869,0,0,78,2978.04,4,1,12.13409749,17,2,0,0,2,0,0,1,1,1,0,0,0,0,0,1,1,3,3.11643578,179.947583,473.0515906,5,5,5,3,2,5,3,3,No
5376,0,0,57,14535.4,2,1,15.44802,11,1,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,2,53.92384,270.1604,5639.473416,4,4,4,5,3,6,5,4,No
7975,1,2,60,45913.33,2,0,9.218559,9,0,0,1,2,0,1,1,1,1,0,1,1,0,1,1,1,3,67.5017,275.1336,6263.672907,3,3,4,5,4,4,2,4,No
8408,2,1,30,2468.7,2,1,9.485819,14,2,0,0,2,0,0,2,1,1,1,0,0,0,0,1,1,3,64.08859,149.989,5732.340761,4,4,3,3,4,4,3,3,No
2728,1,0,54,5676.28,0,0,7.427575,12,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,3,2.945436,265.1283,922.2317794,4,4,4,4,3,3,4,3,Yes
6675,1,0,29,69086.32,1,0,18.1533,13,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,3,60.01564,187.4811,5917.583628,3,3,3,3,4,4,4,4,No
9021,1,0,44,32495.96,4,0,12.69031,8,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,3,70.49442,144.9889,6565.394972,3,3,4,3,3,4,4,3,No
2362,2,3,68,34688.33,1,1,7.732668,13,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1.5183,127.482,315.1395676,5,4,5,4,3,4,5,4,No
6089,2,8,76,68046.98,1,1,15.84252,14,0,2,0,1,1,0,2,1,1,0,1,0,1,0,1,0,2,69.76328,182.4762,6285.098359,4,2,4,2,4,4,4,4,No
1064,1,0,66,33663.55,3,1,8.194524344,12,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,3,8.938308825,184.978458,1171.815364,3,2,4,3,4,2,3,5,No
7401,2,1,33,24629.69,3,0,7.649459,10,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,3,63.60301,215.1591,6329.040598,3,2,2,3,4,3,2,3,No
3618,1,1,56,14224.4,4,0,11.16205,15,0,0,0,2,1,0,2,1,1,1,0,0,0,0,1,1,0,1.216309,149.989,413.1912075,4,3,5,6,2,6,3,4,No
7050,0,2,18,56747.02,0,0,6.715067,11,2,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,3,68.6663,194.9768,6145.669296,4,3,3,4,3,4,3,2,No
933,0,0,64,83953.98,3,0,10.56770254,14,2,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,3,3.861708438,129.977753,853.1123448,3,4,3,4,3,3,3,4,No
931,1,8,41,77396.38,1,0,6.572735215,15,2,0,0,2,1,0,1,1,1,0,1,1,1,0,1,1,2,6.979009919,227.475448,1258.30276,3,2,3,2,4,2,3,1,No
9673,2,1,87,31395.62,3,0,4.000136,13,1,1,0,0,1,0,2,1,0,0,1,1,0,1,0,1,2,65.42546,139.9816,5640.828106,2,2,2,3,3,2,4,4,No
5796,2,3,75,43085.55,4,1,12.32892,18,1,0,0,1,1,0,2,1,0,0,0,0,0,1,1,1,1,47.99043,175.1331,4442.533708,2,3,4,4,3,3,4,5,No
8563,2,0,61,36205.76,0,1,8.396047,11,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,3,49.11866,152.4624,4787.709945,4,3,4,3,6,4,3,3,Yes
1202,1,0,29,49106.35,0,0,10.24327363,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,13.3451101,92.455141,1571.397537,1,2,1,3,3,2,3,3,No
7174,2,0,70,11798.33,2,1,6.917662,14,2,0,1,1,0,0,2,1,0,0,0,0,1,1,0,1,0,61.72511,117.472,5234.822519,3,1,4,4,3,3,5,4,No
8898,0,1,69,25392.45,0,0,15.46358,13,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2,67.89973,172.4624,5870.59778,4,3,3,5,4,5,3,3,No
5459,2,6,66,18020.93,2,1,9.609291,8,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,3,47.02878,277.6513,4811.89025,4,3,4,3,6,3,5,3,Yes
6142,2,0,62,38157.4,0,1,10.46838,17,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,2,59.16267,267.6647,5544.854265,3,3,3,4,4,2,2,3,Yes
4859,2,2,69,55365.37,2,0,11.13796,14,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,11.61657,114.9509,1454.178463,5,5,5,4,5,3,2,4,Yes
3620,2,0,50,32185.18,1,1,8.802883,13,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,3,5.638782,184.9853,932.7790894,3,4,3,4,3,4,4,4,No
7016,0,2,28,15824.51,4,1,6.67582,20,1,0,0,2,1,1,2,1,1,0,1,0,0,0,1,1,1,43.92326,169.9671,4136.166396,3,3,4,3,4,3,4,3,No
9729,1,0,60,38067.68,1,1,9.345099,11,0,1,1,0,1,0,2,1,0,1,0,0,0,1,1,1,1,64.6373,177.6508,5838.570725,4,5,6,2,4,3,4,5,Yes
4766,1,1,23,93748.65,0,2,12.10227,17,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3,4.370713,220.1185,895.556806,2,3,3,3,4,4,3,3,Yes
3038,1,1,36,69960.26,1,1,10.80515,10,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,14.83659,222.6143,2304.085004,3,3,4,3,3,3,4,4,No
8264,1,3,70,45249.29,3,1,9.988954,11,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,3,63.01044,217.4725,5683.580246,4,3,4,4,4,2,2,3,No
8881,1,0,86,53330.75,1,0,12.78548,10,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,65.11343,147.4421,5372.485557,3,4,4,2,4,3,3,2,No
4046,2,1,82,2477.91,2,1,8.67997,20,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,3,7.91447,147.4738,831.3672853,4,5,3,5,3,4,4,4,No
1012,2,3,46,60953.64,3,0,11.21221327,12,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,7.852675802,127.458638,1034.285556,4,5,3,3,4,3,2,3,No
4636,0,2,21,33029.84,4,0,12.60968,15,2,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,2,12.4341,207.4754,1999.64045,2,2,4,3,4,3,4,3,Yes
8710,0,1,20,4824.09,2,1,3.049819,3,1,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,48.20556,117.472,4321.775833,4,4,3,4,4,2,3,3,No
3842,1,1,48,41299.07,0,1,11.97677,13,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,1,2,7.852216,197.6288,1274.638992,5,5,5,3,3,3,5,5,Yes
254,2,0,33,49396.09,4,1,7.779622319,12,3,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,2,9.740709475,190.173699,1514.131966,2,2,3,4,5,2,3,2,Yes
5271,0,3,25,48231.57,3,0,9.604386,10,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,67.33169,152.4624,6443.376935,5,5,5,5,3,5,6,3,No
8406,1,4,57,57497.76,3,0,9.154572,14,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,2,36.98095,220.1323,3668.332806,2,2,3,2,4,1,2,3,No
6855,2,0,50,29274.73,4,1,4.231785,10,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,64.18445,190.127,6247.745906,4,5,5,4,2,4,5,5,No
1850,0,0,84,96624.28,1,1,7.865190806,12,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,7.399248624,190.12704,1483.41562,4,4,4,3,4,4,2,3,Yes
2152,1,1,25,4855.88,0,0,17.03765,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.749684,124.9607,982.9569892,4,3,4,4,3,3,3,4,No
7850,0,0,67,27898.0,2,0,9.538151,10,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,3,66.01153,222.6281,6398.595369,3,3,3,3,5,3,4,3,No
4355,0,1,27,11737.67,0,1,12.53943,12,2,0,0,2,0,0,1,1,0,1,0,1,0,1,1,0,1,17.7076,222.65,2217.378277,3,3,3,4,4,3,3,5,No
8459,1,2,68,14038.55,3,0,15.92998,12,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,46.66033,104.9781,4320.023398,5,6,5,2,6,6,3,4,No
1294,0,3,53,27546.33,4,1,16.41256411,11,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,8.343625652,162.446995,1515.532948,4,4,4,3,4,4,3,5,No
293,2,0,50,123763.12,0,1,7.259022839,10,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,1,0,5.201330266,137.516476,665.4740915,6,5,5,4,2,4,5,3,Yes
3885,2,1,19,13233.4,3,0,12.4846,11,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,3,12.5247,204.961,1555.075783,4,5,6,4,2,3,4,4,Yes
7887,1,3,76,62939.99,1,1,8.593968,13,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,62.96952,179.9476,5476.19566,3,4,3,2,5,4,3,2,No
2317,0,4,69,14924.39,3,0,5.353483,12,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,16.56118,167.4847,2281.384323,4,5,4,3,4,3,3,2,Yes
5683,1,1,56,19230.44,3,1,8.723478,13,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,47.55305,169.9447,4217.907706,5,4,4,2,4,4,5,5,No
8962,1,4,89,47598.12,0,0,11.24961,14,2,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,2,58.82987,257.6841,5599.136827,3,4,3,4,2,4,4,4,Yes
3546,0,4,55,45652.37,1,1,9.886088,9,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,5.14486,139.9568,841.9569184,4,4,4,4,4,3,4,5,No
5087,2,0,71,17620.71,0,1,9.372642,9,2,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,57.50724,242.6143,5241.394025,4,4,4,4,4,3,4,4,No
3982,0,1,52,15534.13,0,0,11.29188,13,0,0,0,2,1,0,1,1,1,0,0,1,0,1,0,1,2,14.14568,182.4676,1531.785841,3,2,2,3,5,3,3,4,No
5435,1,1,57,16649.73,2,0,6.824724,11,2,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,3,58.32931,127.482,4862.320826,3,3,4,3,4,3,1,4,No
4191,1,0,36,28799.35,3,1,11.44896,11,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,23.40043,162.4676,2772.321832,4,5,4,2,4,4,3,3,Yes
103,0,2,25,49158.49,3,1,10.24782033,9,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,2,17.22596021,169.937833,1886.531937,4,4,3,4,3,3,3,4,No
259,0,0,47,75042.1,3,0,3.11231175,12,1,1,0,2,1,1,0,1,1,0,0,0,1,1,1,1,1,6.549035393,232.62403,1489.077486,4,5,4,4,5,3,5,3,Yes
3321,0,2,83,14764.79,0,0,14.4014,11,1,0,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0,24.26165,157.4698,2013.177858,3,4,3,4,3,5,3,3,No
951,1,3,89,17714.64,2,1,7.639596437,15,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,3,1.59959844,169.937833,427.0934802,5,4,4,3,5,3,4,4,Yes
743,2,1,43,18534.37,3,0,8.586124112,14,1,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,2,1.322671871,95.019486,318.0435078,5,4,6,4,3,5,4,4,No
1664,1,1,54,44057.85,1,0,6.666141762,13,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,2,6.5443199,242.628057,1185.892988,4,3,5,4,4,4,4,3,No
1679,2,2,77,32659.08,4,0,6.736876666,14,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,3,16.08388872,182.446995,1544.501137,4,5,5,4,3,5,5,3,No
3272,2,1,19,35168.77,4,1,12.45757,14,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.524132,207.6094,757.2197489,3,3,5,3,1,4,3,4,Yes
2331,2,0,46,23511.45,0,1,13.6576,17,1,0,1,2,1,0,1,1,1,1,1,0,0,0,1,1,0,8.133191,204.961,1158.223413,3,4,4,3,4,4,4,4,No
7433,2,3,68,22555.47,1,1,15.2165,16,0,0,1,0,1,0,2,1,0,1,0,1,0,1,1,1,2,47.57047,190.1737,4591.422629,3,4,2,2,4,3,4,2,Yes
7717,0,4,56,45556.59,2,1,16.13598,13,1,1,0,2,0,0,2,1,1,0,1,0,0,0,1,0,0,49.26352,169.9671,4543.502908,4,4,4,4,4,3,2,2,No
7208,2,3,37,25663.7,4,0,12.13843,13,2,1,0,2,1,0,2,1,1,0,1,1,0,0,0,0,1,63.69034,147.5031,5600.294614,5,5,4,4,3,4,5,3,No
2741,1,1,81,22540.94,2,0,5.269672,14,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,7.193929,127.4421,1087.358783,2,2,2,6,2,5,5,3,Yes
6733,2,0,79,67789.18,4,1,7.886543,10,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,63.17834,137.4686,5328.678277,3,3,3,3,3,5,4,4,No
9374,2,0,57,42113.2,0,0,12.12624,8,2,0,0,2,1,0,0,1,1,0,0,0,1,0,1,1,2,55.63584,172.4567,5180.761441,5,4,5,4,3,3,3,3,No
5066,2,0,30,27824.15,3,0,12.13663,13,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,3,42.74672,245.147,4595.920043,4,4,3,3,4,4,5,4,Yes
9276,0,1,27,22112.77,1,1,7.021583,8,0,0,0,2,0,0,2,1,1,0,0,1,1,0,0,1,1,54.21518,137.5165,4787.756156,5,4,5,4,3,4,4,4,No
3386,2,0,80,25281.46,3,0,9.029372,13,0,0,0,2,0,1,0,1,1,1,1,1,1,0,1,1,1,10.90461,209.9931,1694.511052,4,4,4,4,4,3,5,5,No
9536,0,0,46,7563.51,4,1,11.22831,10,0,0,0,0,1,0,2,1,0,0,0,1,0,1,1,1,2,67.6308,187.656,6139.695302,4,3,3,3,5,2,2,2,No
9741,2,0,25,33781.57,4,1,8.008878,16,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,60.45443,172.4579,5453.05668,5,5,5,4,3,3,5,4,No
3438,1,0,57,27127.11,1,1,11.67791,17,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,0,3,11.36757,210.1051,1915.881708,2,3,3,5,4,3,3,3,No
7247,0,0,58,20991.61,3,0,8.098401,11,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,45.19194,172.4742,3921.432791,5,5,5,2,4,4,5,5,No
4612,0,3,75,116628.8,0,1,7.425681,13,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1.921112,159.9875,397.1455126,5,4,5,4,4,3,4,5,No
9174,0,1,80,14174.86,4,0,10.61778,12,1,0,0,2,0,1,0,1,0,1,1,0,1,0,1,0,2,63.71215,164.9647,5895.135365,1,2,3,4,5,3,3,4,No
6365,1,0,61,16382.76,0,1,7.172961,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,71.89548,139.9512,6510.261516,4,4,4,6,3,4,4,3,No
2839,2,1,45,48327.1,1,1,9.570126,8,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,3,21.0878,174.9768,2588.430434,3,2,5,4,3,4,4,4,No
2518,2,1,32,67354.4,1,1,6.965079,10,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,17.91527,149.9447,2281.632997,4,3,5,3,4,4,4,5,Yes
9878,2,4,49,24516.61,4,0,7.615469,13,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,3,54.84956,169.9928,4777.674258,3,3,3,3,4,5,5,6,No
2926,2,0,56,98436.93,2,1,11.2239,8,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,4.847252,219.9902,946.5642973,1,2,3,3,2,4,2,3,Yes
2804,2,4,20,68517.92,3,0,10.35591,12,2,2,0,2,1,0,0,1,0,0,0,0,1,1,1,1,2,3.469341,200.1185,1376.444987,5,4,4,3,4,3,3,4,Yes
2195,1,2,26,61145.59,2,0,9.096999,3,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,2.201845,167.4564,482.1944216,3,3,2,3,4,3,3,3,No
6838,2,4,61,29132.18,4,0,12.1769,11,1,0,0,0,0,0,2,1,1,1,0,1,1,0,1,1,1,65.52033,175.0211,5847.553618,3,3,3,3,5,3,3,4,No
3430,0,5,36,54482.53,0,1,10.28464,9,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,2,7.158287,164.9853,1670.602657,4,4,4,5,4,4,4,4,No
6235,0,0,26,22788.17,0,1,6.094281,10,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,55.20546,262.6106,5267.957878,4,4,3,4,3,5,4,3,Yes
1018,0,0,49,3836.01,1,0,12.9482381,14,0,0,0,2,0,0,1,1,1,0,1,1,1,1,1,1,2,4.319159918,287.642733,1065.450757,4,4,4,3,4,5,3,4,Yes
9453,1,3,24,88325.38,1,0,11.11017,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,71.54844,204.961,6436.529978,4,3,4,5,2,4,5,4,No
763,2,4,89,13756.31,2,0,9.039378259,13,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,5.711646401,124.97808,544.0000763,4,4,4,4,3,3,3,4,No
8721,1,3,25,49597.04,0,0,7.223746,13,0,2,1,0,1,0,2,0,0,0,0,0,1,1,0,0,2,67.69816,117.472,5917.079917,5,5,4,2,5,4,3,3,No
1918,2,2,49,53320.93,3,0,9.991096674,11,2,2,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,15.54170472,162.467607,2100.288363,3,5,4,4,2,5,4,3,No
7041,1,3,25,3110.21,3,0,10.27024,18,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,55.54569,92.45514,5134.690478,3,3,3,4,4,3,4,2,No
1581,0,4,69,23424.87,1,0,9.170276294,12,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,2,17.78302494,175.133074,1970.80666,4,4,3,3,3,5,5,5,Yes
9101,0,1,62,13891.84,3,0,13.87881,13,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,3,42.12085,157.4698,3514.589222,3,3,5,4,3,3,4,3,No
7343,0,1,55,35731.92,2,0,1.923689,12,1,1,0,2,1,1,2,1,1,0,0,0,1,1,1,1,1,60.11026,220.1478,5468.830044,4,4,4,5,3,4,4,4,No
5966,1,1,85,26719.24,0,0,5.417835,18,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,2,56.51994,182.4433,5281.851852,5,4,4,5,2,4,4,3,No
3840,2,1,19,39163.8,4,1,13.8026,11,0,0,0,2,1,0,1,1,1,1,1,1,1,0,0,1,2,10.33427,195.0062,1387.672089,3,3,3,3,4,1,3,2,No
92,1,0,68,115510.46,3,0,5.083995994,3,1,0,0,2,1,0,1,1,0,1,0,0,1,0,1,1,2,3.273341151,162.468917,443.984031,2,2,2,4,3,3,4,3,No
5267,0,1,64,8937.69,0,1,8.238826,13,1,0,0,2,0,1,1,1,0,1,0,0,1,1,1,1,0,50.90386,222.6362,4735.276139,5,5,4,4,5,4,3,4,No
4315,2,0,38,66409.47,3,1,7.716619,9,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,3,1.865935,159.965,514.9287886,3,4,4,3,3,4,5,4,Yes
1792,1,0,75,18189.38,3,1,10.0345016,14,0,2,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1.796607335,207.475448,971.697137,2,3,3,4,3,3,4,2,Yes
4467,2,1,21,20057.8,3,1,7.383215,14,1,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,3,2.426747,222.6326,1385.269228,4,4,4,2,4,3,4,3,Yes
3385,0,3,73,45840.55,0,0,8.898744,16,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,12.15758,117.4392,1618.001407,2,5,3,3,2,4,3,4,Yes
6367,1,0,61,13463.55,3,2,11.24384,13,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,53.4946,175.0062,5083.028968,3,4,4,5,2,5,3,4,No
2503,1,2,75,14741.19,2,0,7.832718,10,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,19.14656,169.9447,1811.777309,3,3,3,4,3,4,3,4,No
2182,1,0,75,72603.49,2,0,12.66401,13,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,16.04075,134.9509,1321.951163,3,3,2,5,3,4,3,3,No
4230,1,8,41,12021.28,4,0,9.753602,10,1,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,3,9.031197,114.9838,1109.677542,4,4,3,4,3,4,3,3,Yes
3997,2,1,40,23263.37,3,1,6.610095,10,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,5.018901,149.9621,798.4043093,4,5,4,2,4,4,4,3,No
7504,1,1,68,14401.6,1,1,9.887125,10,2,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,61.56209,252.624,5592.221292,4,5,4,3,4,2,3,3,No
