,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
3820,1,3,47,38734.57,1,0,14.65844,5,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,2,11.62388,162.4526,1415.214639,2,3,2,4,4,3,2,4,Yes
5697,0,7,46,75795.76,1,0,14.51799,17,2,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,1,71.4064,202.4433,6400.696695,4,5,4,2,5,3,3,5,No
5607,0,4,63,28253.53,2,1,8.305023,14,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,3,59.43102,184.9647,5361.231393,4,4,5,3,5,4,2,2,No
1005,1,1,79,15202.61,0,0,5.678334284,13,3,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,13.3771743,139.95684,1298.399804,3,3,2,3,4,4,4,4,No
6764,0,1,31,28469.37,3,1,14.01042,12,2,0,0,2,0,1,0,1,1,0,1,0,0,1,1,1,1,69.83213,242.6106,6894.321474,2,2,2,3,3,3,3,2,No
1059,0,5,69,91252.07,0,1,13.33611658,15,0,1,1,2,0,0,0,1,1,0,0,0,1,0,1,1,2,10.81815085,172.456745,1705.362101,5,5,5,3,2,3,4,5,Yes
1783,1,4,83,40031.03,4,0,14.74975124,10,2,0,0,1,0,1,2,1,0,1,0,0,0,0,1,1,2,2.851017432,117.483475,479.0156739,2,3,3,3,3,2,4,4,No
6991,2,0,30,77120.37,4,1,8.284128,8,0,0,0,0,1,0,2,1,1,0,1,1,1,0,0,0,2,59.79789,160.0122,5298.561299,4,4,4,3,3,4,5,5,No
9511,0,2,27,9373.48,2,1,11.28199,10,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,62.28135,127.4738,5910.676012,3,3,1,2,6,3,3,1,No
6686,0,2,65,55541.84,1,0,11.76173,15,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,64.71582,255.1336,6432.504958,4,4,4,3,4,4,4,4,No
4669,0,1,47,27995.48,4,0,8.486542,17,0,0,1,0,1,0,2,1,0,0,1,0,0,1,1,0,1,10.99037,197.6288,1487.997515,1,2,2,2,3,2,2,3,Yes
5141,0,3,45,13722.8,3,1,8.413749,5,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,51.21873,212.6228,5388.100592,2,3,2,4,4,4,2,3,No
7940,2,0,28,4241.63,4,0,10.55534,12,2,0,0,2,0,0,0,1,0,0,1,0,0,1,1,1,0,69.27282,210.1051,6708.539556,2,1,3,5,4,3,3,2,No
613,0,1,19,19639.83,4,0,5.489232783,11,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,2.62036784,159.965008,587.538153,3,4,4,6,3,4,4,2,No
5345,2,3,70,8288.76,0,0,10.9674,13,1,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,2,68.57741,182.4433,6380.564424,4,4,3,3,3,4,4,6,No
3066,0,1,57,41550.85,3,0,10.53385,15,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2,10.02202,202.4433,1150.220789,5,4,4,3,3,4,6,3,Yes
7589,2,0,19,54808.33,1,1,6.799417,5,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,2,58.2249,187.4673,5769.871286,4,3,3,5,3,5,5,4,No
8512,1,0,37,47833.67,3,1,10.15639,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,67.06183,149.9447,6261.418751,3,2,2,4,4,2,3,2,No
945,1,1,60,47573.47,1,0,13.03239121,14,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,14.63294721,172.44408,1486.699299,5,4,4,4,3,4,3,4,Yes
4932,1,1,70,10832.15,4,1,6.973723,18,2,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,2,8.91671,179.9794,1024.783162,4,4,4,3,2,4,5,4,No
2252,2,8,77,80750.15,3,2,7.126864,14,3,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,15.13792,182.4433,2128.992056,4,3,4,2,4,4,3,5,Yes
2994,2,1,29,5317.94,2,1,6.133776,8,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2.847117,159.9794,1075.372195,4,3,4,2,4,5,3,4,Yes
6118,2,2,63,24767.05,3,2,10.79896,15,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,63.41331,267.6427,6297.599869,4,3,3,3,3,3,3,2,Yes
3429,2,0,76,13616.82,2,1,11.92718,8,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,10.28514,247.6647,1907.528361,3,3,2,2,5,2,3,4,Yes
5528,0,0,54,46724.11,3,0,6.186245,12,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,2,68.85746,137.4698,6114.267462,5,4,5,3,4,4,6,4,No
2319,1,2,87,20648.53,4,0,5.099569,16,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,2,6.137692,139.9792,767.624909,4,3,5,4,4,4,3,4,No
8413,0,6,84,9275.55,0,1,9.32007,11,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,3,41.72598,137.4698,4059.807666,2,2,2,5,3,2,3,2,No
5781,1,1,80,32687.28,2,1,3.518516,9,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,60.82718,247.6647,6066.504159,5,4,5,4,2,4,5,4,No
1621,1,2,47,80667.11,3,1,8.78020639,12,1,1,0,2,0,0,2,1,1,0,1,1,1,0,0,1,2,11.30820237,160.01224,1331.25339,2,3,4,4,4,3,4,3,No
4031,2,1,32,11098.33,1,0,7.210336,16,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,1,2,17.31427,147.4713,1735.70733,5,4,5,3,4,3,4,4,No
5947,1,1,51,8324.79,1,1,10.71946,11,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,3,52.54837,79.97886,4411.074803,3,4,3,4,3,2,3,3,No
6544,0,0,47,32022.13,0,0,9.664759,4,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,2,56.69865,187.4847,5105.658715,4,3,3,2,5,4,5,5,No
356,0,0,54,23956.91,3,1,17.39213562,10,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,3,5.388165017,182.446995,764.2419259,3,2,4,2,5,3,3,2,Yes
5245,2,1,19,55417.55,3,0,9.331595,9,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,69.22588,257.6549,6516.163879,3,3,2,5,3,4,3,4,No
9998,2,1,39,16667.58,3,1,12.07191,14,1,0,0,2,0,1,1,0,1,0,0,0,1,1,1,1,1,71.0956,252.624,6468.456752,4,4,6,4,3,3,5,4,No
2121,1,2,77,29681.02,0,0,11.47448,9,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,27.98865,104.9643,2679.775265,2,2,1,5,3,3,3,4,No
4151,1,2,48,81945.11,4,0,4.736819,12,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,2,5.814507,192.4885,795.5471897,3,5,3,4,2,5,5,4,No
1889,0,1,82,7723.17,2,0,9.45902039,9,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,3,13.56958731,235.137219,2087.543903,2,2,3,4,3,3,4,3,Yes
729,0,2,66,25100.17,4,1,8.07133879,7,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,2,29.8284414,222.649979,3113.451696,3,2,5,3,5,2,2,4,Yes
5610,1,8,34,69150.98,2,1,11.46918,10,0,0,0,1,1,1,2,1,0,1,1,1,1,0,0,1,2,58.54353,130.0244,5432.197233,4,5,2,4,3,5,2,2,No
8130,2,4,52,58120.56,0,0,10.53777,6,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,3,71.44783,172.5104,6203.067904,2,3,2,4,4,3,4,3,No
1355,0,4,33,6878.84,3,0,8.61275076,11,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,3,18.88610542,82.496547,1797.14783,2,3,5,2,3,2,4,2,No
2462,2,0,23,68335.57,4,0,9.589426,9,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,2,26.15019,134.9509,2320.785912,3,3,3,3,4,4,4,3,No
3709,0,0,58,17116.5,0,0,15.09047,14,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,1.215614,152.4441,776.5788688,4,4,4,5,3,4,4,4,No
7662,1,4,47,51383.17,1,0,5.670833,8,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,3,66.97927,197.4876,6035.036634,3,3,2,3,4,2,3,4,No
5083,0,1,20,79206.11,3,0,9.666671,9,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,3,70.49957,159.9794,6565.889584,5,4,4,3,4,4,5,4,No
9670,2,1,19,56177.48,1,0,10.83731,14,0,2,1,0,1,0,2,1,0,0,1,1,0,0,0,1,1,57.20402,114.9976,4994.314339,3,2,4,5,4,2,3,4,No
2957,0,0,23,15240.37,1,1,9.742724,8,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,7.773669,124.9781,888.4950848,4,3,4,3,4,3,5,4,No
3727,0,0,87,40870.51,0,0,11.86638,13,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,13.07421,149.9378,1612.709993,4,5,5,3,4,5,4,6,No
2922,1,3,18,9443.65,0,0,12.964,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2.598272,127.4601,917.5571323,4,4,4,2,4,3,4,5,No
1068,0,3,62,56372.08,1,0,9.26498924,12,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,2,9.690818661,199.990219,1782.558347,4,4,5,5,2,2,4,5,Yes
2933,1,3,74,6932.32,3,1,8.665467,15,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,9.417302,245.147,1860.127661,3,3,3,3,4,2,4,2,Yes
2258,1,0,33,6288.9,2,1,10.92378,10,0,0,1,1,0,0,2,1,0,1,0,0,1,0,1,1,1,12.51454,129.9926,1398.226038,4,3,4,2,2,4,3,2,No
8013,0,4,23,66612.08,4,0,6.216534,15,2,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,3,46.38121,107.4806,4278.637138,3,3,4,3,4,2,2,2,No
7576,0,1,84,1628.25,3,1,11.18263,14,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,3,65.14224,104.9629,5495.374637,3,3,3,3,4,2,3,2,No
3169,2,1,21,53863.95,4,1,10.70363,15,3,0,1,0,1,0,2,1,1,1,1,1,0,1,0,1,1,9.910534,175.0048,1502.652508,3,2,3,3,1,4,3,4,Yes
576,2,0,47,20125.41,4,0,8.842692082,11,0,0,0,2,0,1,1,1,1,1,1,0,0,1,0,1,0,10.19243185,194.958118,1277.521575,3,3,3,6,2,5,5,5,No
7445,2,0,78,22715.5,2,0,11.34172,12,0,1,1,2,0,0,1,1,1,1,0,1,1,0,1,0,3,67.19921,207.4974,5806.242503,4,3,2,4,3,2,1,3,No
7980,0,0,33,43895.22,1,1,6.471674,17,2,0,0,1,1,0,2,1,0,0,1,1,1,1,1,1,3,64.94053,222.6609,6060.196481,5,3,4,3,4,4,6,3,No
4490,0,0,87,18148.08,2,0,11.04506,13,2,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,2,21.72982,235.1555,2757.839041,2,3,1,2,5,2,2,2,Yes
5477,1,3,21,14474.74,3,1,15.72313,11,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,68.1383,200.1323,6769.093084,4,4,4,4,3,3,3,3,No
4114,0,3,75,5025.12,2,0,1.864676,8,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,3,10.98445,159.9642,1267.767102,3,3,1,2,4,2,3,3,Yes
8306,1,0,37,25050.64,4,1,7.940397,15,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,66.29517,134.9509,5646.563818,3,3,4,4,3,4,4,5,No
1811,1,0,68,21087.24,2,1,9.024293001,10,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,2,1.884992328,179.947583,404.9361415,2,1,3,2,5,2,2,4,Yes
3826,1,4,65,31243.64,0,0,7.397173,9,2,2,1,0,1,0,2,1,1,1,0,0,0,0,1,1,1,17.78769,149.989,1833.860705,4,5,5,6,2,5,5,5,No
6349,2,0,29,32937.96,0,0,12.48146,9,1,0,0,2,1,0,1,1,1,0,1,0,0,0,1,1,2,66.67669,202.4433,5853.398686,3,2,2,3,5,3,2,5,No
8401,2,1,58,24040.95,3,1,12.12826,10,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,2,71.7825,147.4783,6111.281156,3,3,2,4,4,4,3,3,No
9938,2,1,19,42381.63,2,0,9.741873,6,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,1,3,58.10724,245.175,5672.753791,4,5,4,4,3,5,4,4,Yes
6632,0,3,21,19075.4,4,0,6.658585,8,0,0,0,1,1,1,2,1,1,0,0,1,0,1,0,1,3,55.59681,149.9913,5091.409521,4,4,4,5,3,4,4,3,No
2164,1,2,33,26284.13,4,0,13.22236,7,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,7.890163,210.127,1291.871722,3,4,4,5,4,4,5,4,Yes
5027,1,1,35,50881.49,0,1,3.854347,8,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,55.87684,139.9792,5065.133843,3,3,2,3,2,5,4,4,No
1367,1,1,57,73645.85,2,0,1.726524839,10,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,7.93260821,157.483594,810.4941232,6,5,6,2,4,5,5,4,No
8307,0,1,84,42034.08,0,1,9.158931,13,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,55.67421,167.4564,4724.945111,4,4,5,3,2,3,3,3,No
4460,1,3,18,8894.87,0,0,10.09739,14,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,3,2.546083,124.9607,886.9184762,3,3,3,4,2,3,3,2,No
3216,0,1,31,18025.26,1,0,12.82617,16,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,4.939997,149.9483,693.5702614,4,4,6,2,4,2,3,3,Yes
4639,0,1,49,30638.08,1,1,9.208445,14,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,3.171487,194.9581,773.5217752,3,3,2,2,4,5,3,2,Yes
6162,1,3,57,20664.99,3,0,9.137722,11,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,62.36767,242.6106,6211.970512,2,2,3,3,5,3,3,3,Yes
6714,0,1,21,25091.72,0,2,11.9,15,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,2,60.19517,235.1372,6068.879961,3,4,2,5,2,5,3,3,Yes
1009,0,1,50,10181.73,1,2,7.843654266,10,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,6.524843094,124.964303,561.4934455,6,5,5,2,4,3,3,3,No
562,1,3,23,28082.45,0,0,9.879567236,11,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1.894776657,162.465269,1052.042079,5,5,4,4,4,3,3,4,Yes
9779,0,1,32,10121.38,2,1,9.247619,13,0,0,0,2,1,0,1,1,0,0,0,1,1,1,0,1,3,46.55588,162.4713,4232.407012,3,3,4,3,4,2,5,4,No
6508,1,1,39,24901.05,3,1,12.38576,19,1,0,0,2,0,1,0,1,1,0,0,0,1,1,1,1,3,58.65834,232.624,5862.86904,4,4,5,5,3,5,6,2,Yes
2301,1,3,38,22570.85,1,0,11.96338,8,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,4.770815,245.147,1550.381641,2,2,2,3,4,2,1,3,Yes
7277,2,7,47,54508.92,4,0,14.00312,11,1,1,1,2,0,0,1,1,1,0,1,1,0,1,0,1,2,69.01347,204.9634,6322.625755,2,3,2,3,4,2,2,3,No
2823,1,5,81,24923.55,3,0,4.628556,16,1,1,0,2,1,1,2,1,1,1,0,0,0,0,1,1,2,3.852241,149.989,670.3465702,3,2,4,4,3,5,3,4,No
6396,1,0,49,40057.31,3,0,11.00613,14,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,3,48.52168,127.4601,4486.430136,5,5,4,6,2,5,5,5,No
2313,2,3,49,46256.13,4,1,4.131287,16,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,7.367806,154.9919,1515.049953,3,3,3,3,3,3,3,4,Yes
8606,0,4,44,59338.59,2,0,13.17979,11,1,0,0,2,1,1,2,1,0,0,0,0,0,0,1,1,2,49.98309,114.9658,4393.579424,5,4,5,3,3,5,4,3,No
2703,1,3,65,25491.07,3,1,17.44685,7,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,13.50244,192.4705,1544.180199,2,2,2,3,3,3,2,2,Yes
9312,2,6,69,63433.58,1,1,6.542626,16,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,66.48285,144.9607,5719.69414,4,6,3,4,3,4,5,4,No
2644,1,0,86,40628.46,3,0,12.11645,9,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1.200106,164.9889,336.3711095,2,3,4,4,2,5,3,3,Yes
4861,2,0,77,67495.36,4,1,6.767293,14,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,10.18273,137.4392,984.2773024,4,4,2,2,4,3,3,2,No
2417,2,2,23,47956.52,0,2,7.709204,12,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,3,11.63009,275.1198,1687.100467,2,2,2,3,3,3,5,3,Yes
8786,2,2,51,28125.21,2,1,9.534548,13,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,51.2129,104.9629,4493.014399,3,4,3,3,4,2,3,4,No
3508,2,0,81,17165.11,1,1,14.57009,12,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2,8.187262,169.9928,808.4971819,2,2,2,4,4,2,4,3,Yes
4951,2,1,85,23170.27,2,1,5.774549,9,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,3,10.17149,214.9525,1157.275128,2,3,1,4,3,3,3,2,Yes
8531,2,2,47,26920.29,1,0,10.25356,11,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,68.70194,147.4601,5794.589213,2,2,1,6,3,5,2,4,No
7342,1,3,50,12691.05,4,0,10.49766,11,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,1,2,66.60033,200.1185,6420.118468,4,4,4,3,3,4,3,5,No
5565,1,0,37,30320.37,3,1,7.885518,19,0,0,0,2,0,0,2,1,1,1,0,1,0,1,1,0,2,68.03309,222.6792,6349.320467,5,5,4,3,3,6,4,4,No
8143,0,0,70,25213.39,0,0,10.63561,10,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,3,65.25094,212.6415,6236.771039,3,2,4,5,2,3,4,4,No
4222,1,0,76,48206.11,2,0,8.583463,13,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2,4.192662,204.9634,700.7755614,3,3,4,5,3,4,4,3,Yes
1897,0,0,56,61901.7,1,1,8.064807,15,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,2,7.434237932,194.976769,989.3430051,5,4,5,5,3,4,4,4,Yes
9629,2,1,46,32120.64,3,0,9.183806,10,1,0,0,1,0,0,2,1,0,1,0,0,1,1,0,0,0,63.01465,119.9897,5478.106003,4,3,2,3,2,3,3,4,No
5009,0,3,80,47565.61,0,1,11.69011,12,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,2,70.19733,162.4676,6554.853473,2,4,3,5,2,4,4,3,No
9255,2,0,45,35183.0,4,1,15.54947,17,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,3,56.00686,217.4725,5099.333841,3,3,4,4,3,4,4,3,No
971,2,4,19,38914.23,0,0,8.850529612,15,2,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,8.137267032,179.947583,1118.73994,4,4,3,3,5,3,3,2,No
5572,0,1,58,36531.81,0,1,13.73892,9,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,64.48138,232.624,6277.702239,4,3,4,4,2,3,5,3,No
8236,2,2,72,53458.43,1,0,15.80514,15,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,2,69.54041,225.132,6727.30047,1,1,1,4,3,2,2,4,No
7318,1,1,73,48830.79,4,0,7.277887,13,2,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,69.348,167.4564,5799.124998,5,5,4,6,2,4,6,4,No
5839,0,2,77,22328.55,1,1,8.932966,12,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,1,2,62.18037,184.9647,5479.036356,4,5,4,2,5,2,3,2,No
3496,2,4,54,7985.88,4,1,12.10548,11,0,1,0,0,1,0,2,1,1,0,1,1,1,0,1,1,0,1.359104,194.9992,714.3448036,3,3,4,2,4,3,3,4,Yes
8871,0,6,65,42242.38,0,1,7.01939,12,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,3,65.87966,222.6326,6594.127635,6,5,5,5,3,6,5,4,No
605,2,2,32,29361.24,1,0,16.82309021,13,3,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3,1.504124801,229.993134,729.7054333,6,5,5,3,4,4,3,4,Yes
2096,2,5,34,115414.9,0,1,10.7843,14,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,3,5.66162,172.4705,1478.422099,3,3,3,4,3,4,3,4,Yes
2768,2,0,46,31249.18,3,1,5.959998,19,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,1,18.55263,232.652,2274.334534,5,5,5,3,2,4,5,4,Yes
4352,2,3,54,20489.38,4,0,12.00248,11,0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2,6.106821,107.4958,1149.045043,5,6,4,4,4,5,3,5,No
1062,1,0,27,44447.24,1,1,8.667871777,14,2,1,1,0,1,1,2,1,1,1,0,0,1,0,0,1,0,9.876537733,127.511223,1114.016493,4,4,4,6,3,3,3,4,Yes
8322,0,3,60,29753.9,3,0,13.19849,12,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,66.16108,210.127,6008.726494,5,5,4,6,2,3,5,4,No
1772,1,1,68,7655.2,4,1,12.84944852,6,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,2.693860703,240.114868,764.3624669,4,5,4,5,2,3,4,4,Yes
3211,0,4,42,41877.51,2,1,12.9092,16,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,5.288444,144.9889,1399.307542,3,3,4,4,2,4,3,3,Yes
7419,0,4,45,40964.54,0,0,10.97509,12,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,65.31996,149.9598,5722.173958,4,5,5,4,5,3,3,3,No
716,0,2,87,84826.6,0,1,7.612812481,12,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,16.75922789,275.133571,2064.474901,3,2,4,3,2,4,4,4,Yes
482,1,7,53,23413.1,4,1,11.38306511,11,3,0,0,2,1,0,1,1,0,0,1,1,0,1,0,1,0,5.709925704,172.457857,1091.10126,4,4,4,3,4,4,3,3,No
9430,1,0,20,40700.25,0,0,7.74031,12,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,69.70761,152.4798,6161.795039,3,2,4,4,4,3,3,2,No
9844,2,1,84,74145.44,0,1,10.30493,9,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1,2,66.60166,220.1478,5952.694963,6,5,3,5,3,4,6,5,No
8583,0,0,31,20213.18,2,1,12.46116,11,2,1,0,2,1,0,2,1,0,1,1,0,0,0,0,1,2,64.34133,104.9923,5581.345203,3,5,5,5,2,5,4,5,No
8965,1,0,18,54102.22,4,2,6.897465,8,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,71.13774,104.9643,6343.360731,4,5,3,4,4,5,4,5,No
1419,2,2,36,57322.77,3,2,16.89111923,10,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,2,8.085917091,192.440432,1088.288955,2,2,3,4,3,4,3,5,Yes
2869,2,1,18,47106.04,4,1,12.54048,16,0,0,1,1,0,0,2,1,0,1,0,1,0,0,0,1,2,5.129029,95.01949,794.1801028,5,5,5,2,5,2,3,3,No
432,0,2,88,18113.33,2,0,8.623296005,18,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,2.644787483,134.950905,243.2617759,4,4,3,4,5,3,3,3,No
178,2,4,34,11856.81,3,0,13.9077275,14,1,0,0,1,0,0,2,1,1,0,1,1,1,0,1,1,3,2.976033785,194.999168,830.1193011,3,2,3,3,4,4,3,4,No
7010,2,4,66,31965.59,1,0,10.30846,4,1,0,0,2,0,0,1,1,1,1,1,1,0,1,0,0,1,60.52344,207.4811,5547.526595,4,5,4,2,5,4,4,3,No
2716,0,2,81,30615.01,3,1,12.1002,9,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,2,16.21818,169.9378,1620.352713,3,2,2,5,3,4,4,5,No
8492,2,3,28,25747.86,1,1,11.9755,13,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,71.99418,192.4705,6458.177025,3,3,3,3,4,3,4,6,No
3583,1,1,67,43187.68,4,0,10.67355,14,2,0,0,1,1,1,2,1,0,1,0,0,0,1,0,1,2,16.03441,107.4806,1555.471333,3,1,4,5,3,2,3,4,No
2965,1,7,46,26019.32,3,0,12.25489,13,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,11.16749,127.4601,1651.037252,3,3,3,3,4,4,3,1,No
1974,2,1,63,45562.92,2,0,9.844484181,13,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,14.64298089,184.978458,1597.578464,4,3,3,3,4,3,3,3,Yes
6498,0,1,28,33352.93,0,1,13.17714,11,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,68.61371,157.4836,5959.938845,4,4,4,6,2,2,3,3,No
48,0,1,86,26534.16,3,0,7.868660851,11,2,2,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,7.760290062,104.962874,740.010722,3,4,3,2,3,3,3,3,No
6232,1,0,55,27392.87,2,1,14.95145,9,3,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,66.81556,147.4783,5683.351672,4,5,4,5,3,4,3,3,No
1578,2,0,83,79304.79,1,1,10.22159613,13,3,0,0,1,0,0,2,1,1,0,1,0,1,1,1,0,3,11.53737155,242.643514,1507.329753,4,4,5,5,3,4,4,3,Yes
1450,1,0,49,44739.96,1,0,10.20266008,15,0,1,0,2,0,1,1,1,1,1,0,0,0,0,0,1,2,1.84918194,147.478341,297.5330656,3,3,3,4,3,4,4,3,No
1303,0,1,29,42326.58,0,0,9.953164978,13,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,2,25.88644227,164.988941,2576.783187,2,3,3,2,3,3,4,3,No
5422,1,0,52,11609.43,4,0,10.20567,14,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,3,53.17302,79.97886,4345.907298,4,3,3,3,4,4,5,4,No
7084,0,1,86,8206.64,0,1,9.211292,11,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,2,63.43629,159.9875,5339.932352,3,3,2,2,4,5,3,3,No
2171,1,8,45,39569.58,1,0,9.330391,12,1,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,2,16.02992,117.4835,1806.59355,2,3,3,3,5,2,2,3,No
